BSc University,BSc Major,BSc GPA,MSc University,MSc Major,MSc GPA,TOEFL/IELTS,GRE.Quant,GRE.Verbal,GRE.Writing,Total Papers,ISI,International,Local,Academic Experience,Work Experience,Accept?,Major,Fund?,Fund Amount,Target University,Field,Country,Year
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Colorado Boulder,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Construction Management,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,SUNY Buffalo,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,California Institute of Technology,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,University of California San Diego,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Structural,US,2013
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Electronic and Telecommunication Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Santa Barbara,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Irvine,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of Utah,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electronics and Communication,US,2014
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Michigan State University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Washington,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Civil Engineering,US,2015
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,SUNY Buffalo,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Maryland College Park,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,San Jose State University,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,MIS,US,2014
NUS,Mech Engineering,4.22,-,-,-,-,170,162,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Management Science and Engg,US,2014
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,no,Masters,-,-,Cornell University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,University of California Santa Barbara,Mechanical Engineering,US,2016
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,California State University Los Angeles,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Indiana University/Purdue University at Columbus,Instrumentation and Control,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Virginia Polytechnic Institute and State University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,SUNY Buffalo,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Civil Engineering,US,2015
"BITS Pilani, Hyd campus",Electrical Engineering,8.98,-,-,-,-,166,151,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2015
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2016
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2016
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Science,US,2016
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Materials Science & Engineering,US,2017
BSc University,BSc Major,BSc GPA,MSc University,MSc Major,MSc GPA,TOEFL/IELTS,GRE.Quant,GRE.Verbal,GRE.Writing,Total Papers,ISI,International,Local,Academic Experience,Work Experience,Accept?,Major,Fund?,Fund Amount,Target University,Field,Country,Year
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,California Institute of Technology,Computer Engineering,US,2007
Delhi university,computer science,4,-,-,-,-,170,145,-,0,0,0,0,0,0,yes,Masters,-,-,California State University Los Angeles,Computer Engineering,US,2007
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Computer Science,US,2008
"Anna University, Chennai",Electrical & Computer Engineering,9,-,-,-,-,170,149,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Computer Science,US,2008
Delhi College of Engineering,Electronics & Telecommunication Engineering,74,-,-,-,-,170,166,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2009
Delhi College of Engineering,Electronics & Telecommunication Engineering,74,-,-,-,-,170,166,4,0,0,0,0,0,0,yes,Masters,-,-,Dartmouth College,Electrical Engineering,US,2009
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Minnesota Twin Cities,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Michigan Ann Arbor,Computer Science,US,2007
"Anna University, Chennai",Computer Science,9.37699985,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Science,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Aerospace Engineering,US,2007
Indian Institute of Technology Kanpur,Aerospace Engineering,9.30000019,-,-,-,-,170,147,4,0,0,0,0,0,0,yes,Masters,-,-,Massachusetts Institute of Technology,Aerospace Engineering,US,2007
"Indian Institute of Information Technology, Allahabad",Information Technology,9.07999992,-,-,-,-,170,161,6,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2007
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,Carnegie Mellon University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Computer Science,US,2008
National Institute of Technology Calicut,Department of Computer Engineering,9.19,-,-,-,-,170,160,5,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Science,US,2008
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,Civil Engineering,US,2009
"National Institute of Technology Karnataka, Surathkal",Civil Engineering,96,-,-,-,-,169,152,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Civil Engineering,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,no,Masters,-,-,Columbia University,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Computer Science,US,2009
"Indian Institute of Information Technology, Allahabad",Information Technology,9.10999965,-,-,-,-,170,152,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Irvine,Computer Science,US,2009
